cliente_id,fecha,monto,sentido,instrumento,canal,contraparte,pais_contraparte,referencia
AR031,2026-03-17,3979267.56,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR031,2026-03-17,2171090.95,EGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR033,2026-03-17,1925297.62,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR035,2026-03-17,2983004.17,INGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR003,2026-03-18,289290.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR008,2026-03-18,122553.09,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR011,2026-03-18,251157.44,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor,Chile,
AR022,2026-03-18,99483.99,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR022,2026-03-18,54983.36,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR032,2026-03-18,1184538.91,EGRESO,CHEQUE,ELECTRONICO,Proveedor,Chile,
AR034,2026-03-18,8885729.59,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR008,2026-03-19,121009.12,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR019,2026-03-19,319210.04,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR019,2026-03-19,279003.62,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR021,2026-03-19,482476.68,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR033,2026-03-19,1680642.28,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR033,2026-03-19,3270041.16,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR008,2026-03-20,98896.17,INGRESO,EFECTIVO,PRESENCIAL,Proveedor,Chile,
AR008,2026-03-20,65110.76,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR011,2026-03-20,237224.26,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR026,2026-03-20,2737815.93,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR033,2026-03-20,2304734.84,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR007,2026-03-21,1071647.52,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR011,2026-03-21,143980.90,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR029,2026-03-21,1666038.99,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR035,2026-03-21,2590164.18,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR001,2026-03-22,345353.76,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR002,2026-03-22,214671.62,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR006,2026-03-22,220311.59,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR008,2026-03-22,108865.23,INGRESO,CHEQUE,ELECTRONICO,Importador,Brasil,
AR020,2026-03-22,117987.54,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR023,2026-03-22,1592075.67,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR028,2026-03-22,1597509.07,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR031,2026-03-22,2219729.92,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR032,2026-03-22,1284598.83,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR032,2026-03-22,1205688.70,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR006,2026-03-23,229419.75,EGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR012,2026-03-23,1649363.17,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR016,2026-03-23,889786.13,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR016,2026-03-23,598142.88,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR021,2026-03-23,339566.33,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR026,2026-03-23,2907930.87,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR029,2026-03-23,1789885.49,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR001,2026-03-24,299365.24,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR001,2026-03-24,307605.09,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR002,2026-03-24,285972.51,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR010,2026-03-24,167285.97,EGRESO,EFECTIVO,PRESENCIAL,Importador,Brasil,
AR015,2026-03-24,485606.39,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR021,2026-03-24,359109.10,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR023,2026-03-24,2777646.62,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR026,2026-03-24,2813731.95,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR026,2026-03-24,3659329.90,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-03-24,4634108.05,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR028,2026-03-24,1685311.38,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR029,2026-03-24,2089634.74,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR033,2026-03-24,1704518.66,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR003,2026-03-25,200159.99,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR004,2026-03-25,210906.90,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR012,2026-03-25,1161310.68,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR015,2026-03-25,544342.06,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR024,2026-03-25,452565.72,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR028,2026-03-25,1104517.05,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR032,2026-03-25,1334816.80,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR003,2026-03-26,287664.07,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-03-26,28050.00,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR007,2026-03-26,881776.95,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR008,2026-03-26,63991.99,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR009,2026-03-26,115244.12,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR014,2026-03-26,568667.18,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR014,2026-03-26,746267.11,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR019,2026-03-26,402016.90,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR026,2026-03-26,3727653.88,EGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR001,2026-03-27,297946.46,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR004,2026-03-27,135709.71,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR006,2026-03-27,298916.22,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR010,2026-03-27,118528.00,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR019,2026-03-27,433073.49,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR027,2026-03-27,7703334.95,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR028,2026-03-27,1727702.35,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR032,2026-03-27,1550213.89,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR005,2026-03-28,44876.06,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR009,2026-03-28,101765.17,INGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR011,2026-03-28,170438.31,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR028,2026-03-28,820624.30,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR028,2026-03-28,1053257.45,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR010,2026-03-29,138064.19,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR015,2026-03-29,505625.62,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR021,2026-03-29,486280.00,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR021,2026-03-29,294186.52,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR025,2026-03-29,1410433.51,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-03-29,3821640.42,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR029,2026-03-29,2330067.89,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR005,2026-03-30,58697.28,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR009,2026-03-30,84979.05,EGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR012,2026-03-30,1035636.93,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR014,2026-03-30,1087757.56,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR015,2026-03-30,518079.90,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR016,2026-03-30,744025.01,EGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR017,2026-03-30,251245.15,INGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR025,2026-03-30,1872306.01,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR028,2026-03-30,1035015.69,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR002,2026-03-31,136810.45,INGRESO,TRANSFERENCIA,ELECTRONICO,Comitente,Uruguay,
AR003,2026-03-31,284321.88,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR003,2026-03-31,289177.73,INGRESO,CHEQUE,ELECTRONICO,Importador,Brasil,
AR005,2026-03-31,37755.33,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR018,2026-03-31,155728.23,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR022,2026-03-31,85950.83,INGRESO,EFECTIVO,PRESENCIAL,Comitente,Uruguay,
AR026,2026-03-31,3017912.14,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR029,2026-03-31,2009622.30,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR030,2026-03-31,4878640.51,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR034,2026-03-31,6864040.50,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR003,2026-04-01,268755.88,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR007,2026-04-01,828203.17,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor,Chile,
AR009,2026-04-01,103655.14,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR027,2026-04-01,7439765.71,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR035,2026-04-01,2318897.95,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR009,2026-04-02,130167.11,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR023,2026-04-02,2489754.63,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-04-02,2727725.37,EGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR031,2026-04-02,3340425.91,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR032,2026-04-02,1014883.56,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR033,2026-04-02,2259024.92,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR035,2026-04-02,1585652.06,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR003,2026-04-03,247029.07,EGRESO,CHEQUE,ELECTRONICO,Comitente,Uruguay,
AR006,2026-04-04,329160.32,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR007,2026-04-04,847911.82,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR008,2026-04-04,134829.36,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR009,2026-04-04,67877.44,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR011,2026-04-04,187980.62,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR014,2026-04-04,1171197.35,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR016,2026-04-04,870463.08,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR016,2026-04-04,1104238.18,EGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR021,2026-04-04,526281.17,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR021,2026-04-04,243386.81,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR028,2026-04-04,1624314.78,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR029,2026-04-04,2051121.80,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-04-05,36250.75,INGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR015,2026-04-05,601074.57,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR020,2026-04-05,96235.10,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR022,2026-04-05,63729.18,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR022,2026-04-05,58679.80,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR024,2026-04-05,442246.80,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR024,2026-04-05,469876.71,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR028,2026-04-05,1193189.37,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR028,2026-04-05,890505.07,EGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
