cliente_id,fecha,monto,sentido,instrumento,canal,contraparte,pais_contraparte,referencia
CL001,2026-07-06,318504.71,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
CL001,2026-07-13,275203.31,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
CL001,2026-07-20,414301.23,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
CL001,2026-07-27,191179.84,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
CL001,2026-08-03,386032.43,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
CL001,2026-08-10,249506.23,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
CL005,2026-07-13,14891440.00,INGRESO,EFECTIVO,PRESENCIAL,Deposito por ventanilla,Argentina,
CL005,2026-07-14,14277360.00,INGRESO,EFECTIVO,PRESENCIAL,Deposito por ventanilla,Argentina,
CL005,2026-07-16,15044960.00,INGRESO,EFECTIVO,PRESENCIAL,Deposito por ventanilla,Argentina,
CL005,2026-07-17,13970320.00,INGRESO,EFECTIVO,PRESENCIAL,Deposito por ventanilla,Argentina,
CL005,2026-07-19,14584400.00,INGRESO,EFECTIVO,PRESENCIAL,Deposito por ventanilla,Argentina,
CL005,2026-03-02,114523.36,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-03-11,110024.68,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-03-20,142441.91,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-03-29,228741.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-04-07,120723.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-04-16,188872.03,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-04-25,198615.29,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-05-04,153307.58,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-05-13,183116.56,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL005,2026-05-22,100674.13,INGRESO,TRANSFERENCIA,ELECTRONICO,Haberes,Argentina,
CL008,2026-03-02,98940.18,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-03-07,120893.81,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-03-12,192060.00,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-03-17,154138.85,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-03-22,137122.08,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-03-27,177834.28,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-04-01,157977.66,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-04-06,134965.05,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-04-11,209156.92,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-04-16,194849.17,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-04-21,126614.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-04-26,176163.56,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-05-01,168779.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-05-06,221270.62,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-05-11,199416.79,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-05-16,133190.66,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-05-21,237026.23,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-05-26,107709.87,INGRESO,TRANSFERENCIA,ELECTRONICO,Consultoria,Argentina,
CL008,2026-06-04,5852621.08,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
CL008,2026-06-07,6462853.67,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
CL008,2026-06-10,5373572.16,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
CL008,2026-06-13,5980133.58,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
CL008,2026-06-16,5170573.06,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
CL008,2026-06-19,6302788.54,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
CL008,2026-06-22,6476227.56,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
CL012,2026-03-02,529210.38,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-03-13,650191.12,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-03-24,425499.01,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-04-04,578118.15,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-04-15,537747.95,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-04-26,531958.08,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-05-07,482482.13,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-05-18,635987.11,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-05-29,677872.44,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-06-09,489639.33,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-06-20,565660.88,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-07-01,324267.77,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente,Uruguay,
CL012,2026-07-08,4322387.23,EGRESO,TRANSFERENCIA,ELECTRONICO,Panama Trade SA,Islas Vírgenes Británicas,
CL012,2026-07-14,4235406.17,EGRESO,TRANSFERENCIA,ELECTRONICO,Panama Trade SA,Islas Vírgenes Británicas,
CL012,2026-07-20,4788953.50,EGRESO,TRANSFERENCIA,ELECTRONICO,Panama Trade SA,Islas Vírgenes Británicas,
CL014,2026-03-02,267946.46,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-03-08,171227.20,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-03-14,189442.46,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-03-20,240357.49,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-03-26,124061.33,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-04-01,203105.15,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-04-07,150248.71,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-04-13,141077.24,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-04-19,130611.80,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-04-25,258281.94,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-05-01,143281.24,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-05-07,164570.67,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-05-13,190370.95,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-05-19,276855.96,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-05-25,134504.63,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-05-31,200853.73,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-06-06,218899.18,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-06-12,279009.09,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-06-18,267470.37,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-06-24,275517.20,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-08-20,2245473.70,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-08-22,2464474.43,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-08-24,2374033.86,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-08-26,3214708.52,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-08-28,3332369.93,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-08-30,2041473.45,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-01,2081948.37,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-03,2171130.99,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-05,2173337.73,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-07,2575940.37,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-09,2742597.61,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-11,2220394.59,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-13,1806549.77,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL014,2026-09-15,2470314.40,INGRESO,TRANSFERENCIA,ELECTRONICO,Comercio,Argentina,
CL013,2026-03-02,3107760.72,INGRESO,TRANSFERENCIA,ELECTRONICO,Fideicomiso,Isla de Sark,
CL013,2026-03-22,3699023.67,INGRESO,TRANSFERENCIA,ELECTRONICO,Fideicomiso,Isla de Sark,
CL013,2026-04-11,4859293.78,INGRESO,TRANSFERENCIA,ELECTRONICO,Fideicomiso,Isla de Sark,
CL013,2026-05-01,4071480.97,INGRESO,TRANSFERENCIA,ELECTRONICO,Fideicomiso,Isla de Sark,
CL013,2026-05-21,3546474.30,INGRESO,TRANSFERENCIA,ELECTRONICO,Fideicomiso,Isla de Sark,
CL013,2026-06-10,3852778.25,INGRESO,TRANSFERENCIA,ELECTRONICO,Fideicomiso,Isla de Sark,
